,x,x,x,x,x,x,x,x,x,x,y,y,y,a,a,a,a,a,z,z,z,z,z,u,u,u,u
3331,2,55,33,0,1,0,0,0,7,12,7,1,0,,,,10,,1089,0,0,0,0,0,1,1,0
3332,12,64,23,0,1,0,0,0,3,15,3,1,1,10,85,20,4,,529,0,0,1,0,0,0,1,1
3333,3,56,32,0,0,0,0,0,2,19,1,1,0,6,77,21,10,0,1024,0,0,1,0,0,1,1,1
3334,8,56,32,0,1,0,1,0,5,18,5,1,0,11,80,24,5,3,1024,0,0,1,0,0,0,1,1
3335,3,58,30,0,0,0,0,3,4,17,4,1,1,,,,6,,900,0,0,0,0,0,1,0,0
3336,3,62,26,0,1,0,1,6,3,18,3,1,0,6,79,17,4,0,676,0,0,1,0,0,1,0,1
3337,11,61,26,0,1,0,1,7,4,17,4,1,1,3,81,19,4,0,676,0,0,1,0,0,0,0,1
3338,2,68,20,0,1,0,1,7,0,,0,1,0,9,86,18,5,7,400,0,0,1,0,0,1,0,1
3339,5,71,17,0,1,0,1,7,0,,0,1,1,,,,5,,289,0,0,1,0,0,1,0,0
3340,8,46,42,0,1,0,1,0,6,20,6,1,1,5,74,27,10,0,1764,0,0,0,1,0,0,1,1
3341,4,55,33,0,1,0,1,7,6,17,6,1,1,3,73,17,7,4,1089,0,0,1,0,0,1,0,1
3342,8,50,38,0,1,0,0,10,4,19,4,1,0,5,69,18,4,7,1444,0,0,1,0,0,0,0,1
3343,6,45,43,0,0,0,0,5,7,19,6,1,1,1,65,19,7,0,1849,0,0,1,0,0,1,0,1
3344,7,67,21,0,0,0,0,10,0,,0,1,0,,,,4,,441,0,0,1,0,0,0,0,0
3345,5,40,48,0,1,0,1,3,8,21,8,1,1,7,66,26,10,0,2304,0,0,1,0,0,1,0,1
3346,3,73,15,0,1,0,1,7,0,,0,1,0,,,,4,,225,0,0,1,0,0,1,0,0
3347,6,61,27,0,1,0,0,10,2,20,2,1,1,10,82,21,5,10,729,0,0,1,0,0,1,0,1
3348,6,54,34,0,0,0,1,0,3,26,3,1,1,,,,9,,1156,0,0,1,0,0,1,1,0
3349,2,64,24,0,0,0,1,7,1,22,1,1,0,,,,4,,576,0,0,1,0,0,1,0,0
3350,7,70,18,0,0,0,0,9,0,,0,1,0,,,,4,,324,0,0,1,0,0,0,0,0
3351,3,59,29,0,0,0,1,7,2,20,2,1,1,,,,4,,841,0,0,1,0,0,1,0,0
3352,6,48,40,0,1,0,1,0,10,18,8,1,0,2,76,27,6,0,1600,0,0,0,0,0,1,1,1
3353,6,57,31,0,0,0,0,7,5,17,5,1,1,5,76,18,5,0,961,0,0,1,0,0,1,0,1
3354,10,57,31,0,1,0,0,5,5,16,5,1,1,10,75,18,7,6,961,0,0,1,0,0,0,0,1
3355,12,55,32,0,1,0,1,10,4,18,4,1,1,,,,5,,1024,0,0,0,1,0,0,0,0
3356,6,58,30,0,1,0,1,7,3,21,3,1,1,8,79,21,9,6,900,0,0,1,0,0,1,0,1
3357,11,60,27,0,0,0,0,4,3,19,3,1,1,7,82,21,,5,729,0,0,0,1,0,0,0,1
3358,6,62,26,0,1,0,0,12,2,20,2,1,1,12,84,22,7,14,676,0,0,1,0,0,1,0,1
3359,2,58,30,0,1,0,0,12,2,24,2,1,1,12,87,29,5,9,900,0,0,0,1,0,1,0,1
3360,8,52,36,0,1,0,0,12,6,21,6,1,1,1,73,20,8,12,1296,0,0,1,0,0,0,0,1
3361,3,60,28,0,1,0,1,4,5,15,5,1,1,3,76,16,3,7,784,0,0,1,0,0,1,0,1
3362,9,73,15,0,1,0,0,7,0,,0,1,0,,,,4,,225,0,0,1,0,0,0,0,0
3363,9,69,19,0,1,0,0,9,0,,0,1,0,,,,6,,361,0,0,1,0,0,0,0,0
3364,1,60,28,0,1,0,0,14,3,20,3,1,1,,,,4,,784,0,0,1,0,0,1,0,0
3365,7,66,22,0,1,0,0,7,1,18,1,1,1,,,,5,,484,0,0,1,0,0,0,0,0
3366,2,68,20,0,1,0,0,7,0,,0,1,0,12,85,17,4,6,400,0,0,1,0,0,1,0,1
3367,6,41,47,0,0,0,0,1,4,27,3,1,,,,,,,2209,0,0,1,0,0,1,0,0
3368,7,72,16,0,0,0,0,4,0,,0,0,0,,,,5,,256,0,0,1,0,0,0,0,0
3369,2,42,46,0,0,0,0,4,8,19,8,1,1,3,66,24,4,0,2116,0,0,1,0,0,1,0,1
3370,11,53,34,0,0,0,0,7,4,20,4,1,1,,,,5,,1156,0,0,1,0,0,0,0,0
3371,2,54,34,0,0,0,1,1,5,20,5,1,1,12,73,19,7,7,1156,0,0,1,0,0,1,0,1
3372,12,45,42,0,1,0,1,4,8,19,6,1,1,10,65,19,10,5,1764,0,0,1,0,0,0,0,1
3373,2,60,28,0,0,0,0,7,3,18,3,1,1,,,,6,,784,0,0,0,0,0,1,0,0
3374,4,73,15,0,0,0,0,7,0,,0,0,0,,,,4,,225,0,0,1,0,0,1,0,0
3375,6,47,41,0,1,0,0,7,8,20,8,1,1,1,77,29,4,6,1681,0,0,0,0,0,1,0,1
3376,3,68,20,0,1,0,0,10,1,20,1,1,0,,,,6,,400,0,0,1,0,0,1,0,0
3377,5,72,16,0,1,0,0,6,0,,0,1,0,,,,3,,256,0,0,0,0,0,1,0,0
3378,6,70,18,0,1,0,0,10,0,,0,1,0,,,,4,,324,0,0,1,0,0,1,0,0
3379,11,69,18,1,0,0,0,7,0,,0,1,0,,,,5,,324,0,0,1,0,0,0,0,0
3380,6,60,28,0,0,0,0,7,4,18,4,1,1,7,83,23,4,7,784,0,0,0,0,0,1,0,1
3381,12,53,34,0,0,0,0,4,4,26,4,1,1,4,77,23,4,7,1156,0,0,1,0,0,0,0,1
3382,12,63,24,0,1,0,0,12,1,20,1,1,1,,,,4,,576,0,0,0,1,0,0,0,0
3383,6,66,22,0,1,0,0,10,2,19,2,1,1,,,,3,,484,0,0,0,1,0,1,0,0
3384,4,56,32,0,1,0,1,7,4,18,4,1,1,12,85,29,4,7,1024,0,0,0,0,0,1,0,1
3385,10,52,35,0,0,0,0,7,6,15,6,1,1,7,73,20,15,6,1225,0,0,0,0,1,0,0,1
3386,11,67,20,0,1,0,0,6,2,17,2,1,1,,,,6,,400,0,0,1,0,0,0,0,0
3387,2,40,48,0,0,0,0,4,5,24,4,1,1,6,64,24,5,0,2304,0,0,0,1,0,1,0,1
3388,8,64,24,0,0,0,0,9,2,15,1,1,1,,,,4,,576,0,0,0,0,1,0,0,0
3389,5,72,16,0,0,0,0,7,0,,0,1,0,,,,2,,256,0,0,1,0,0,1,0,0
3390,1,70,18,0,0,0,0,9,1,17,1,1,0,,,,3,,324,0,0,0,0,0,1,0,0
3391,1,72,16,0,0,0,0,10,0,,0,1,1,,,,4,,256,0,0,0,1,0,1,0,0
3392,7,71,17,0,1,0,0,0,0,,0,1,1,,,,4,,289,0,0,0,0,0,0,1,0
3393,2,51,37,0,0,0,0,0,6,19,5,1,0,9,69,18,7,0,1369,0,0,0,0,0,1,1,1
3394,2,72,16,0,1,0,0,10,0,,0,1,1,,,,3,,256,0,0,0,1,0,1,0,0
3395,1,44,44,0,1,0,1,3,4,18,4,1,1,3,75,31,7,2,1936,0,0,0,0,1,1,0,1
3396,9,58,30,0,0,0,0,0,2,24,2,1,0,,,,,,900,0,0,0,0,0,0,1,0
3397,5,70,18,0,0,0,0,4,1,18,1,1,0,,,,1,,324,0,0,1,0,0,1,0,0
3398,2,56,32,0,1,0,0,6,4,17,4,1,1,,,,4,,1024,0,0,1,0,0,1,0,0
3399,3,59,29,0,1,0,0,7,4,18,4,1,1,3,78,19,4,7,841,0,0,1,0,0,1,0,1
3400,3,66,22,0,1,0,0,7,1,21,1,1,0,,,,4,,484,0,0,0,1,0,1,0,0
3401,5,71,17,0,1,0,0,7,1,17,1,1,0,,,,3,,289,0,0,0,0,0,1,0,0
3402,2,44,44,0,1,0,1,6,10,18,10,1,1,8,63,19,6,0,1936,0,0,0,1,0,1,0,1
3403,12,72,15,0,1,0,1,8,0,,0,1,0,,,,2,,225,0,0,0,1,0,0,0,0
3404,6,53,35,0,1,0,0,7,6,18,6,1,1,1,71,17,,4,1225,0,0,0,0,0,1,0,1
3405,3,47,41,0,1,0,1,0,8,16,6,1,1,5,82,35,,10,1681,0,0,0,1,0,1,1,1
3406,2,72,16,0,0,0,1,7,0,,0,1,0,,,,4,,256,0,0,0,0,1,1,0,0
3407,7,66,22,0,1,0,1,10,1,21,1,1,0,,,,4,,484,0,0,0,1,0,0,0,0
3408,6,55,33,0,1,0,1,4,3,21,3,1,1,1,74,18,4,10,1089,0,0,0,0,0,1,0,1
3409,5,62,26,0,1,0,1,7,2,20,1,1,1,,,,8,,676,0,0,0,0,0,1,0,0
3410,11,66,21,0,1,0,1,9,1,19,1,1,1,,,,2,,441,0,0,1,0,0,0,0,0
3411,5,50,38,0,0,0,0,0,2,16,2,1,0,7,79,29,,0,1444,0,0,1,0,0,1,1,1
3412,2,68,20,0,1,0,0,8,1,18,1,1,1,,,,4,,400,0,0,0,1,0,1,0,0
3413,5,59,29,0,1,0,0,0,2,19,2,1,1,,,,5,,841,0,0,1,0,0,1,1,0
3414,3,60,28,0,1,0,1,10,2,21,2,1,1,9,85,25,5,7,784,0,0,0,0,0,1,0,1
3415,5,72,16,0,1,0,1,8,0,,0,1,1,,,,2,,256,0,0,0,1,0,1,0,0
3416,12,57,30,0,1,0,0,7,3,15,3,1,1,9,78,20,5,10,900,0,0,1,0,0,0,0,1
3417,6,54,34,0,1,0,1,7,5,20,4,1,1,2,75,20,6,10,1156,0,0,0,0,1,1,0,1
3418,9,70,18,0,1,0,1,7,1,15,1,1,1,,,,4,,324,0,0,0,0,0,0,0,0
3419,6,66,22,0,1,0,1,8,2,18,2,1,1,,,,6,,484,0,0,1,0,0,1,0,0
3420,5,66,22,0,1,0,1,10,1,21,1,1,0,,,,4,,484,0,0,1,0,0,1,0,0
3421,12,57,30,0,1,0,0,7,3,19,3,1,1,,,,3,,900,0,0,0,1,0,0,0,0
3422,5,67,21,0,0,0,1,7,2,18,2,1,0,,,,5,,441,0,0,0,1,0,1,0,0
3423,9,68,20,0,1,0,0,10,1,16,1,1,1,,,,3,,400,0,0,0,0,0,0,0,0
3424,1,70,18,0,1,0,0,10,0,,0,1,1,,,,4,,324,0,0,0,0,0,1,0,0
3425,6,63,25,0,1,0,1,6,2,15,2,1,1,,,,6,,625,0,0,0,0,1,1,0,0
3426,2,66,22,0,0,0,1,0,0,,0,0,0,,,,2,,484,0,0,0,0,1,1,1,0
3427,5,66,22,0,1,0,0,12,0,,0,1,1,,,,4,,484,0,0,0,1,0,1,0,0
3428,3,50,38,0,1,0,0,6,5,20,5,1,1,,,,5,,1444,0,0,1,0,0,1,0,0
3429,1,72,16,1,0,0,1,3,1,16,1,1,0,,,,4,,256,0,0,1,0,0,1,0,0
3430,9,56,32,0,1,0,1,12,2,23,2,1,1,12,79,23,2,10,1024,0,0,0,1,0,0,0,1
3431,2,51,37,0,1,0,0,9,5,20,4,1,1,11,72,21,6,5,1369,0,0,1,0,0,1,0,1
3432,12,49,38,0,1,0,1,7,3,19,3,1,1,,,,6,,1444,0,0,1,0,0,0,0,0
3433,2,61,27,0,1,0,1,7,3,19,3,1,1,,,,6,,729,0,0,1,0,0,1,0,0
3434,1,65,23,1,0,0,1,7,0,,0,1,0,,,,6,,529,0,0,1,0,0,1,0,0
3435,7,68,20,0,1,0,1,7,1,19,1,1,0,,,,1,,400,0,0,1,0,0,0,0,0
3436,6,50,38,0,1,0,1,15,3,25,3,1,1,8,78,28,3,,1444,0,0,0,0,0,1,0,1
3437,3,65,23,0,0,0,1,0,4,15,2,1,0,,,,4,,529,0,0,1,0,0,1,1,0
3438,8,56,32,0,1,0,1,7,5,18,4,1,1,1,72,15,8,7,1024,0,0,1,0,0,0,0,1
3439,1,69,19,0,1,0,1,7,1,18,1,1,0,,,,1,,361,0,0,1,0,0,1,0,0
3440,8,47,41,0,0,0,1,0,7,17,7,1,1,,,,7,,1681,0,0,0,0,0,0,1,0
3441,12,40,47,0,0,0,1,0,6,20,6,1,0,10,80,39,6,0,2209,0,0,1,0,0,0,1,1
3442,9,57,30,0,1,0,0,4,4,18,3,1,1,,,,4,,900,0,0,0,0,0,0,0,0
3443,9,70,18,0,1,0,1,7,2,15,2,1,0,,,,2,,324,0,0,0,1,0,0,0,0
3444,1,61,27,0,1,0,0,7,2,21,2,1,1,3,83,22,3,7,729,0,0,1,0,0,1,0,1
3445,3,63,25,0,1,0,0,7,4,17,4,1,1,,,,4,,625,0,0,0,0,0,1,0,0
3446,7,68,20,0,1,0,0,7,0,,0,1,0,,,,4,,400,0,0,0,0,0,0,0,0
3447,1,44,44,0,1,0,0,0,2,22,2,1,0,,,,6,,1936,0,0,1,0,0,1,1,0
3448,7,51,37,0,1,0,0,7,5,24,4,1,1,10,81,30,4,7,1369,0,0,1,0,0,0,0,1
3449,5,68,20,0,1,0,0,6,1,17,1,1,1,,,,6,,400,0,0,1,0,0,1,0,0
3450,5,57,31,0,1,0,1,0,3,17,3,1,0,,,,4,,961,0,0,0,0,0,1,1,0
3451,4,64,24,0,1,0,1,0,4,14,4,1,1,,,,4,,576,0,0,1,0,0,1,1,0
3452,1,68,20,0,1,0,0,9,0,,0,1,1,,,,2,,400,0,0,1,0,0,1,0,0
3453,6,39,49,0,0,0,0,0,9,20,8,1,0,10,54,15,5,0,2401,0,0,1,0,0,1,1,1
3454,7,70,18,0,0,0,0,10,1,17,1,1,0,,,,4,,324,0,0,1,0,0,0,0,0
3455,2,68,20,0,0,0,0,9,1,19,1,1,1,,,,2,,400,0,0,1,0,0,1,0,0
3456,11,64,23,0,0,0,0,9,2,21,2,1,0,,,,2,,529,0,0,0,0,0,0,0,0
3457,1,60,28,0,1,0,1,4,2,22,2,1,0,12,86,26,6,7,784,0,0,0,0,0,1,0,1
3458,10,65,22,0,1,0,0,10,1,22,1,1,1,,,,2,,484,0,0,0,1,0,0,0,0
3459,5,66,22,0,1,0,1,10,1,21,1,1,1,,,,3,,484,0,0,0,0,0,1,0,0
3460,3,70,18,0,1,0,0,10,0,,0,1,1,,,,4,,324,0,0,0,0,0,1,0,0
3461,1,55,33,0,0,0,0,5,5,19,5,1,1,,,,5,,1089,0,0,1,0,0,1,0,0
3462,9,60,28,0,1,0,1,9,4,18,3,1,1,7,82,21,5,11,784,0,0,0,1,0,0,0,1
3463,6,59,29,0,1,0,1,7,5,18,5,1,1,11,82,23,8,0,841,0,0,0,0,0,1,0,1
3464,5,61,27,0,1,0,1,6,4,19,4,1,1,8,81,20,7,0,729,0,0,0,1,0,1,0,1
3465,4,72,16,0,1,0,1,9,0,,0,1,0,,,,4,,256,0,0,0,0,0,1,0,0
3466,2,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,0,0,1,0,0,1,0,0
3467,4,60,28,0,1,0,0,6,1,21,1,1,0,,,,2,,784,0,0,1,0,0,1,0,0
3468,8,73,15,0,0,0,0,3,0,,0,1,0,,,,2,,225,0,0,0,0,0,0,0,0
3469,3,57,31,0,1,0,0,6,5,17,5,1,1,4,81,24,6,10,961,0,0,0,1,0,1,0,1
3470,6,64,24,0,1,0,0,7,2,19,2,1,0,10,86,22,6,7,576,0,0,1,0,0,1,0,1
3471,7,42,46,0,1,0,0,5,4,17,4,1,1,10,79,37,4,4,2116,0,0,1,0,0,0,0,1
3472,9,46,42,0,0,0,0,6,7,15,6,1,1,4,60,13,7,0,1764,0,0,0,1,0,0,0,1
3473,1,73,15,0,1,0,1,8,0,,0,1,0,,,,4,,225,0,0,0,1,0,1,0,0
3474,5,70,18,0,1,0,0,8,0,,0,1,0,,,,4,,324,0,0,0,0,0,1,0,0
3475,1,57,31,0,0,0,0,0,3,19,3,0,0,11,80,23,,7,961,0,0,0,0,0,1,1,1
3476,6,50,38,0,1,0,1,7,9,19,9,1,1,3,71,20,,0,1444,0,0,1,0,0,1,0,1
3477,2,61,27,0,1,0,1,6,3,17,3,1,1,11,80,19,7,0,729,0,0,0,1,0,1,0,1
3478,6,63,25,0,0,0,0,7,3,16,3,1,1,,,,4,,625,0,0,1,0,0,1,0,0
3479,9,49,39,0,1,0,0,10,4,19,4,1,1,,,,5,,1521,0,0,1,0,0,0,0,0
3480,12,66,21,0,0,0,0,7,1,20,1,1,0,,,,6,,441,0,0,1,0,0,0,0,0
3481,2,65,23,0,1,0,1,0,1,17,1,1,1,,,,3,,529,0,0,0,1,0,1,1,0
3482,5,51,37,0,0,0,0,0,3,22,3,1,1,10,86,35,5,0,1369,0,0,1,0,0,1,1,1
3483,6,57,31,0,1,0,0,6,4,20,4,1,1,12,80,23,4,7,961,0,0,1,0,0,1,0,1
3484,7,64,24,0,1,0,1,0,3,18,3,1,0,,,,5,,576,0,0,0,0,0,0,1,0
3485,4,46,42,0,1,0,0,4,7,16,7,1,1,12,70,24,4,6,1764,0,0,0,0,1,1,0,1
3486,7,53,35,0,1,0,0,0,4,17,3,1,1,3,85,31,,7,1225,0,0,1,0,0,0,1,1
3487,7,70,18,0,1,0,0,10,0,,0,1,0,,,,3,,324,0,0,0,0,0,0,0,0
3488,6,44,44,0,0,0,0,4,8,19,6,1,1,4,61,16,6,1,1936,0,0,0,0,0,1,0,1
3489,8,63,25,0,0,0,0,7,3,17,3,1,1,8,82,19,4,,625,0,0,0,0,0,0,0,1
3490,6,62,26,0,1,0,0,12,1,23,1,1,1,6,85,23,4,12,676,0,0,1,0,0,1,0,1
3491,5,56,32,0,1,0,0,10,3,20,3,1,1,,,,5,,1024,0,0,0,1,0,1,0,0
3492,10,65,22,0,1,0,0,7,1,20,1,1,0,,,,4,,484,0,0,0,1,0,0,0,0
3493,2,63,25,0,1,0,0,10,1,22,1,1,1,2,84,21,2,12,625,0,0,0,0,1,1,0,1
3494,4,53,35,0,1,0,0,9,6,20,6,1,1,1,86,32,6,12,1225,0,0,0,1,0,1,0,1
3495,5,65,23,0,1,0,0,12,1,19,1,1,1,,,,1,,529,0,0,0,1,0,1,0,0
3496,8,43,45,0,0,0,0,0,10,15,8,1,1,,,,10,,2025,0,0,0,0,0,0,1,0
3497,8,59,29,0,0,0,0,0,6,14,6,1,1,,,,6,,841,0,0,1,0,0,0,1,0
3498,2,70,18,0,0,0,0,4,0,,0,1,1,,,,4,,324,0,0,0,0,0,1,0,0
3499,8,66,22,0,0,0,0,7,2,17,1,1,1,1,80,13,,3,484,0,0,0,0,0,0,0,1
3500,11,49,38,0,0,0,0,3,6,17,6,1,1,8,73,23,6,2,1444,0,0,1,0,0,0,0,1
3501,4,44,44,0,0,0,0,4,9,19,5,1,0,9,80,36,6,4,1936,0,0,1,0,0,1,0,1
3502,3,62,26,0,1,0,0,7,3,15,3,1,1,,,,5,,676,0,0,1,0,0,1,0,0
3503,3,69,19,0,1,0,0,7,1,18,1,1,1,6,86,17,5,7,361,0,0,1,0,0,1,0,1
3504,8,52,36,0,1,0,1,2,9,19,8,1,1,1,71,18,9,0,1296,0,0,1,0,0,0,0,1
3505,6,62,26,0,1,0,1,0,1,26,1,1,0,,,,2,,676,0,0,0,0,0,1,1,0
3506,9,47,41,0,0,0,1,0,3,20,3,1,0,5,70,22,4,,1681,0,0,1,0,0,0,1,1
3507,1,51,37,0,0,0,1,0,6,18,6,1,1,7,73,22,5,0,1369,0,0,1,0,0,1,1,1
3508,4,69,19,0,0,0,1,7,1,18,1,1,0,,,,6,,361,0,0,1,0,0,1,0,0
3509,11,50,37,0,1,0,1,7,8,19,8,1,1,7,78,27,10,0,1369,0,0,0,1,0,0,0,1
3510,11,58,29,0,1,0,1,10,4,19,4,1,1,8,78,19,6,7,841,0,0,1,0,0,0,0,1
3511,11,65,23,0,1,0,1,7,2,19,2,1,1,,,,4,,529,0,0,0,1,0,0,0,0
3512,4,61,27,0,1,0,1,0,6,13,6,1,0,11,82,21,4,7,729,0,0,1,0,0,1,1,1
3513,2,70,18,0,0,0,1,7,2,15,2,1,0,,,,6,,324,0,0,1,0,0,1,0,0
3514,6,41,47,0,1,0,0,2,6,20,6,1,0,,,,10,,2209,0,0,1,0,0,1,0,0
3515,5,60,28,0,1,0,1,7,3,17,3,1,1,,,,6,,784,0,0,1,0,0,1,0,0
3516,1,71,17,0,1,0,1,0,0,,0,1,0,,,,5,,289,0,0,0,0,0,1,1,0
3517,3,68,20,0,0,0,0,9,0,,0,1,1,,,,4,,400,0,0,1,0,0,1,0,0
3518,10,59,29,0,1,0,0,0,3,16,2,1,1,5,74,14,5,0,841,0,0,1,0,0,0,1,1
3519,4,65,23,0,1,0,1,6,3,17,3,1,0,6,83,18,5,0,529,0,0,0,0,0,1,0,1
3520,6,63,25,0,1,0,0,3,1,22,1,1,1,12,86,23,6,,625,0,0,1,0,0,1,0,1
3521,6,59,29,0,1,0,0,7,4,17,4,1,1,4,76,16,6,5,841,0,0,0,1,0,1,0,1
3522,2,72,16,0,1,0,0,7,0,,0,1,0,,,,5,,256,0,0,0,1,0,1,0,0
3523,6,56,32,0,1,0,0,6,2,20,2,1,1,11,86,30,4,5,1024,0,0,1,0,0,1,0,1
3524,2,50,38,0,1,0,0,0,6,18,5,1,0,11,82,32,7,0,1444,0,0,1,0,0,1,1,1
3525,1,73,15,0,1,0,0,7,0,,0,1,0,,,,2,,225,0,0,1,0,0,1,0,0
3526,10,43,45,0,0,0,0,0,13,18,13,1,0,9,71,27,6,0,2025,0,0,0,1,0,0,1,1
3527,4,58,30,0,1,0,0,0,4,19,3,1,1,1,75,16,7,0,900,0,0,0,1,0,1,1,1
3528,6,60,28,0,0,0,0,0,2,17,2,1,1,,,,4,,784,0,0,1,0,0,1,1,0
3529,1,55,33,0,1,0,1,7,3,21,3,1,1,2,87,32,7,0,1089,0,0,1,0,0,1,0,1
3530,7,40,48,0,0,0,0,0,7,20,7,1,0,4,64,23,,0,2304,0,0,0,0,0,0,1,1
3531,3,56,32,0,1,0,0,6,3,18,3,1,1,,,,6,,1024,0,0,1,0,0,1,0,0
3532,4,53,35,0,1,0,0,0,5,21,5,1,0,2,73,19,10,0,1225,0,0,0,0,0,1,1,1
3533,7,65,23,0,1,0,0,0,3,18,3,1,0,,,,3,,529,0,0,0,1,0,0,1,0
3534,1,41,47,0,0,0,0,0,2,28,2,1,0,,,,10,,2209,0,0,1,0,0,1,1,0
3535,10,69,19,0,0,0,0,5,1,17,1,1,0,,,,8,,361,0,0,1,0,0,0,0,0
3536,1,69,19,0,1,0,0,7,0,,0,1,0,3,85,16,5,0,361,0,0,1,0,0,1,0,1
3537,10,73,15,0,1,0,0,7,0,,0,1,0,,,,2,,225,0,0,1,0,0,0,0,0
3538,2,68,20,0,1,0,0,0,0,,0,1,0,,,,4,,400,0,0,0,0,0,1,1,0
3539,3,65,23,0,1,0,0,3,1,19,1,1,0,,,,5,,529,0,0,1,0,0,1,0,0
3540,3,73,15,0,1,0,0,0,0,,0,0,0,,,,2,,225,0,0,0,0,0,1,1,0
3541,6,51,37,0,1,0,1,7,6,18,6,1,1,1,68,16,8,0,1369,0,0,0,1,0,1,0,1
3542,8,44,44,0,1,0,1,3,6,20,6,1,1,1,73,28,7,7,1936,0,0,1,0,0,0,0,1
3543,6,63,25,0,1,0,0,0,0,,0,1,0,12,81,18,5,4,625,0,0,1,0,0,1,1,1
3544,9,57,31,0,1,0,0,0,6,17,6,1,1,11,81,24,5,0,961,0,0,0,0,0,0,1,1
3545,11,71,16,0,1,0,0,9,0,,0,1,0,,,,3,,256,0,0,0,1,0,0,0,0
3546,1,48,40,0,1,0,1,14,5,20,4,1,1,1,74,26,8,15,1600,0,0,0,1,0,1,0,1
3547,10,59,29,0,1,0,1,7,5,18,5,1,0,9,77,17,5,7,841,0,0,0,0,1,0,0,1
3548,6,55,33,0,0,0,0,7,6,18,6,1,1,8,80,25,8,0,1089,0,0,0,0,0,1,0,1
3549,1,70,18,0,1,0,0,7,0,,0,1,0,,,,2,,324,0,0,1,0,0,1,0,0
3550,10,47,41,0,1,0,1,7,6,21,6,1,1,8,73,25,6,6,1681,0,0,0,1,0,0,0,1
3551,3,65,23,0,1,0,1,7,1,21,1,1,1,11,87,22,6,0,529,0,0,1,0,0,1,0,1
3552,6,50,38,0,1,0,0,4,7,22,7,1,1,,,,12,,1444,0,0,0,0,0,1,0,0
3553,6,67,21,0,0,0,0,6,2,17,2,1,0,,,,6,,441,0,0,1,0,0,1,0,0
3554,3,63,25,1,0,0,0,16,0,,0,1,0,,,,2,,625,0,0,0,1,0,1,0,0
3555,2,65,23,1,0,0,0,15,1,21,1,1,1,,,,2,,529,0,0,0,1,0,1,0,0
3556,11,68,20,0,0,0,0,0,0,,0,1,0,,,,5,,400,0,0,0,0,0,0,1,0
3557,9,66,22,0,0,0,0,10,0,,0,1,1,,,,4,,484,0,0,1,0,0,0,0,0
3558,10,45,43,0,1,0,0,0,3,14,3,1,0,3,59,13,10,0,1849,0,0,0,1,0,0,1,1
3559,4,64,24,0,1,0,0,5,2,19,2,1,1,7,87,23,4,,576,0,0,0,1,0,1,0,1
3560,4,60,28,0,1,0,0,0,4,22,4,1,0,,,,4,,784,0,0,1,0,0,1,1,0
3561,4,58,30,0,0,0,0,0,4,20,4,0,0,,,,4,,900,0,0,0,0,0,1,1,0
3562,4,60,28,0,0,0,0,0,5,17,5,1,0,5,78,18,5,0,784,0,0,0,0,0,1,1,1
3563,11,49,39,0,0,0,0,0,7,20,7,1,0,,,,3,,1521,0,0,0,0,0,0,1,0
3564,2,70,18,0,0,0,0,0,0,,0,1,0,,,,1,,324,0,0,0,1,0,1,1,0
3565,5,55,33,0,1,0,1,0,4,19,4,1,0,,,,6,,1089,0,0,1,0,0,1,1,0
3566,1,66,22,0,1,0,1,7,2,18,2,1,1,1,87,21,4,5,484,0,0,1,0,0,1,0,1
3567,3,70,18,0,1,0,1,7,1,15,1,1,1,,,,6,,324,0,0,1,0,0,1,0,0
3568,6,67,21,0,0,0,0,9,1,20,1,1,1,,,,5,,441,0,0,0,0,0,1,0,0
3569,12,68,19,0,0,0,0,7,0,,0,1,0,,,,5,,361,0,0,1,0,0,0,0,0
3570,5,70,18,0,1,0,1,7,0,,0,1,1,,,,1,,324,0,0,0,0,0,1,0,0
3571,7,59,29,0,1,0,1,0,5,17,4,1,0,8,79,20,2,0,841,0,0,1,0,0,0,1,1
3572,8,55,33,0,0,0,0,0,5,17,5,1,1,11,74,19,,0,1089,0,0,0,0,0,0,1,1
3573,5,57,31,0,1,0,1,0,5,17,4,1,1,,,,4,,961,0,0,1,0,0,1,1,0
3574,11,60,28,0,1,0,0,7,3,17,3,1,1,,,,4,,784,0,0,1,0,0,0,0,0
3575,3,63,25,0,1,0,0,10,1,21,1,1,1,,,,4,,625,0,0,1,0,0,1,0,0
3576,1,72,16,0,1,0,0,9,0,,0,1,0,,,,4,,256,0,0,1,0,0,1,0,0
3577,6,58,30,0,1,0,1,0,5,17,5,1,1,1,75,16,5,0,900,0,0,0,0,0,1,1,1
3578,8,57,31,0,0,0,0,0,1,18,1,1,0,12,78,21,6,0,961,0,0,1,0,0,0,1,1
3579,6,50,38,0,1,0,0,6,6,19,6,1,1,3,71,20,4,0,1444,0,0,1,0,0,1,0,1
3580,7,72,16,0,1,0,1,7,0,,0,1,0,,,,2,,256,0,0,1,0,0,0,0,0
3581,11,72,16,0,1,0,0,9,0,,0,1,0,,,,3,,256,0,0,1,0,0,0,0,0
3582,11,52,36,0,0,0,1,0,8,17,7,1,0,5,69,16,8,0,1296,0,0,1,0,0,0,1,1
3583,8,60,28,0,1,0,1,2,5,18,5,1,1,12,77,17,5,0,784,0,0,1,0,0,0,0,1
3584,4,70,18,0,0,0,1,7,0,,0,1,0,,,,2,,324,0,0,1,0,0,1,0,0
