,mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urbeduc,spirit,protest,catholic,frsthalf,educ0,evermarr
389,4.0,64.0,24.0,0.0,1.0,1.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,576.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
3771,12.0,68.0,19.0,0.0,1.0,0.0,0.0,10.0,1.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,361.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3618,1.0,63.0,25.0,0.0,0.0,0.0,1.0,0.0,2.0,17.0,2.0,1.0,1.0,6.0,84.0,21.0,7.0,5.0,625.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1581,12.0,52.0,35.0,0.0,1.0,0.0,1.0,5.0,5.0,18.0,5.0,1.0,1.0,11.0,69.0,16.0,6.0,10.0,1225.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
2956,6.0,60.0,28.0,0.0,1.0,0.0,0.0,5.0,3.0,19.0,3.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,784.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
924,6.0,57.0,31.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,3.0,1.0,1.0,6.0,71.0,14.0,6.0,7.0,961.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2799,9.0,54.0,34.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,5.0,1.0,0.0,1.0,87.0,19.0,7.0,0.0,1156.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3646,10.0,45.0,43.0,0.0,1.0,0.0,1.0,1.0,3.0,15.0,3.0,1.0,0.0,7.0,61.0,15.0,6.0,6.0,1849.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2508,9.0,51.0,36.0,1.0,1.0,1.0,1.0,15.0,4.0,20.0,4.0,1.0,1.0,2.0,72.0,20.0,4.0,16.0,1296.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2036,8.0,57.0,31.0,0.0,1.0,0.0,0.0,4.0,2.0,21.0,2.0,1.0,0.0,10.0,81.0,24.0,4.0,0.0,961.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
3702,1.0,63.0,25.0,0.0,1.0,0.0,1.0,7.0,1.0,21.0,1.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,625.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1224,10.0,61.0,27.0,0.0,1.0,0.0,1.0,10.0,3.0,17.0,3.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,729.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
3216,9.0,48.0,40.0,0.0,1.0,0.0,1.0,0.0,12.0,17.0,12.0,1.0,0.0,2.0,67.0,18.0,6.0,5.0,1600.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3006,10.0,65.0,22.0,0.0,1.0,0.0,0.0,8.0,1.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,2.0,70.0,18.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,324.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1946,12.0,53.0,34.0,1.0,1.0,1.0,0.0,0.0,2.0,19.0,2.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,1156.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
739,8.0,72.0,16.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,256.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
40,7.0,55.0,33.0,1.0,1.0,0.0,0.0,12.0,1.0,26.0,1.0,1.0,1.0,4.0,78.0,22.0,4.0,12.0,1089.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
868,4.0,71.0,17.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,8.0,0.0,289.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
2779,12.0,40.0,47.0,0.0,1.0,0.0,1.0,1.0,8.0,22.0,8.0,1.0,0.0,2.0,62.0,21.0,10.0,0.0,2209.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
539,11.0,72.0,15.0,0.0,1.0,0.0,0.0,5.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,225.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
3249,2.0,70.0,18.0,0.0,1.0,0.0,1.0,7.0,1.0,17.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,324.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3387,2.0,40.0,48.0,0.0,0.0,0.0,0.0,4.0,5.0,24.0,4.0,1.0,1.0,6.0,64.0,24.0,5.0,0.0,2304.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2745,9.0,55.0,33.0,0.0,1.0,0.0,0.0,3.0,6.0,19.0,6.0,1.0,0.0,9.0,78.0,23.0,4.0,0.0,1089.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3880,10.0,58.0,29.0,1.0,1.0,0.0,0.0,7.0,1.0,23.0,1.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2723,12.0,53.0,34.0,0.0,0.0,0.0,0.0,1.0,8.0,18.0,6.0,1.0,0.0,2.0,71.0,17.0,4.0,0.0,1156.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1371,4.0,62.0,26.0,0.0,0.0,0.0,0.0,7.0,2.0,20.0,2.0,1.0,1.0,11.0,81.0,19.0,5.0,7.0,676.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0
1145,11.0,62.0,25.0,0.0,1.0,0.0,0.0,7.0,1.0,18.0,1.0,1.0,1.0,9.0,84.0,21.0,3.0,7.0,625.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
1031,2.0,58.0,30.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,10.0,87.0,29.0,4.0,0.0,900.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0
372,6.0,57.0,31.0,0.0,0.0,0.0,0.0,7.0,3.0,18.0,3.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,961.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
667,12.0,62.0,25.0,0.0,0.0,0.0,0.0,5.0,2.0,19.0,2.0,1.0,1.0,4.0,84.0,21.0,4.0,0.0,625.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0
3479,9.0,49.0,39.0,0.0,1.0,0.0,0.0,10.0,4.0,19.0,4.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,1521.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3019,7.0,64.0,24.0,0.0,1.0,0.0,0.0,7.0,1.0,19.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,576.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
357,9.0,71.0,17.0,0.0,1.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,289.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
967,5.0,64.0,24.0,0.0,1.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,0.0,0.0,576.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
2831,7.0,69.0,19.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,361.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2783,9.0,52.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,7.0,1.0,0.0,4.0,72.0,19.0,7.0,0.0,1296.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1353,5.0,70.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,11.0,87.0,17.0,6.0,0.0,324.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1035,1.0,65.0,23.0,0.0,0.0,0.0,1.0,7.0,3.0,19.0,3.0,1.0,1.0,1.0,83.0,18.0,6.0,10.0,529.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0
3018,12.0,55.0,32.0,0.0,1.0,0.0,0.0,4.0,5.0,17.0,5.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,9.0,56.0,32.0,0.0,1.0,1.0,0.0,7.0,3.0,22.0,3.0,1.0,1.0,12.0,76.0,20.0,6.0,11.0,1024.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0
4010,6.0,67.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,2.0,0.0,0.0,1.0,80.0,12.0,4.0,0.0,441.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3330,2.0,58.0,30.0,0.0,1.0,0.0,1.0,5.0,1.0,16.0,1.0,1.0,0.0,7.0,77.0,19.0,10.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3637,2.0,59.0,29.0,0.0,1.0,0.0,0.0,0.0,4.0,18.0,4.0,1.0,1.0,12.0,79.0,20.0,8.0,0.0,841.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1396,9.0,68.0,20.0,1.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,400.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
3584,4.0,70.0,18.0,0.0,0.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,324.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3739,10.0,40.0,47.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,5.0,0.0,0.0,1.0,64.0,23.0,5.0,0.0,2209.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4056,3.0,73.0,15.0,0.0,1.0,0.0,0.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,225.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1549,3.0,73.0,15.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,225.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
3376,3.0,68.0,20.0,0.0,1.0,0.0,0.0,10.0,1.0,20.0,1.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,400.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1256,7.0,66.0,22.0,0.0,1.0,0.0,1.0,7.0,2.0,19.0,2.0,1.0,0.0,9.0,84.0,18.0,6.0,7.0,484.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0
2094,12.0,72.0,15.0,0.0,0.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,225.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3473,1.0,73.0,15.0,0.0,1.0,0.0,1.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,225.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3512,4.0,61.0,27.0,0.0,1.0,0.0,1.0,0.0,6.0,13.0,6.0,1.0,0.0,11.0,82.0,21.0,4.0,7.0,729.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1555,1.0,68.0,20.0,0.0,1.0,0.0,1.0,7.0,1.0,19.0,1.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,400.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
4004,4.0,63.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,3.0,0.0,0.0,12.0,80.0,17.0,4.0,0.0,625.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1250,6.0,53.0,35.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,4.0,1.0,1.0,1.0,71.0,17.0,6.0,9.0,1225.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1699,9.0,70.0,17.0,0.0,0.0,0.0,0.0,7.0,1.0,17.0,1.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,289.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,1.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,5.0,1.0,1.0,12.0,84.0,24.0,5.0,10.0,784.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
4193,2.0,50.0,38.0,0.0,1.0,0.0,0.0,1.0,8.0,18.0,7.0,1.0,1.0,3.0,67.0,17.0,5.0,0.0,1444.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4208,7.0,53.0,35.0,0.0,1.0,0.0,0.0,0.0,7.0,17.0,7.0,1.0,1.0,6.0,69.0,15.0,5.0,0.0,1225.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3284,7.0,71.0,17.0,0.0,1.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,289.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2933,5.0,39.0,49.0,0.0,1.0,0.0,0.0,0.0,8.0,17.0,7.0,1.0,0.0,1.0,87.0,19.0,10.0,0.0,2401.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
79,12.0,70.0,17.0,1.0,1.0,1.0,0.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,289.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,10.0,63.0,24.0,1.0,1.0,0.0,1.0,10.0,1.0,18.0,1.0,1.0,1.0,1.0,86.0,22.0,4.0,10.0,576.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0
814,3.0,62.0,26.0,0.0,1.0,0.0,0.0,5.0,4.0,18.0,2.0,1.0,1.0,1.0,81.0,18.0,8.0,10.0,676.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0
1852,5.0,62.0,26.0,0.0,0.0,0.0,0.0,7.0,2.0,19.0,2.0,1.0,1.0,4.0,80.0,17.0,7.0,2.0,676.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0
2220,10.0,60.0,27.0,0.0,0.0,0.0,0.0,3.0,2.0,17.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,729.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2719,6.0,72.0,16.0,0.0,1.0,0.0,0.0,5.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,256.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4066,7.0,42.0,46.0,0.0,0.0,0.0,0.0,3.0,9.0,17.0,9.0,1.0,0.0,1.0,87.0,19.0,9.0,0.0,2116.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3892,3.0,61.0,27.0,0.0,1.0,0.0,1.0,7.0,2.0,23.0,2.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,729.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2105,10.0,64.0,23.0,0.0,1.0,0.0,1.0,10.0,1.0,20.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,529.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,3.0,53.0,35.0,1.0,1.0,1.0,0.0,12.0,3.0,24.0,3.0,1.0,1.0,4.0,82.0,29.0,3.0,10.0,1225.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0
1140,4.0,68.0,20.0,1.0,1.0,1.0,1.0,5.0,1.0,18.0,1.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,400.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
933,12.0,70.0,17.0,0.0,0.0,0.0,0.0,6.0,1.0,17.0,1.0,1.0,0.0,6.0,87.0,16.0,4.0,8.0,289.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
928,1.0,58.0,30.0,0.0,1.0,0.0,0.0,5.0,1.0,26.0,1.0,1.0,0.0,2.0,86.0,28.0,5.0,7.0,900.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0
823,6.0,65.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,1.0,1.0,5.0,87.0,21.0,2.0,7.0,529.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3480,12.0,66.0,21.0,0.0,0.0,0.0,0.0,7.0,1.0,20.0,1.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,441.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4268,7.0,56.0,32.0,0.0,0.0,0.0,0.0,3.0,2.0,19.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,1024.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1531,12.0,59.0,28.0,0.0,1.0,1.0,0.0,7.0,4.0,17.0,4.0,1.0,0.0,9.0,77.0,17.0,6.0,7.0,784.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0
1214,6.0,73.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,1.0,87.0,19.0,8.0,0.0,225.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
504,1.0,64.0,24.0,0.0,1.0,0.0,0.0,7.0,1.0,21.0,1.0,1.0,1.0,11.0,85.0,21.0,6.0,7.0,576.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0
4337,4.0,51.0,37.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,5.0,0.0,0.0,1.0,87.0,19.0,5.0,0.0,1369.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2395,2.0,66.0,22.0,0.0,1.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,484.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
1996,8.0,52.0,36.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,3.0,1.0,0.0,5.0,70.0,17.0,4.0,7.0,1296.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2434,6.0,62.0,26.0,0.0,1.0,0.0,1.0,7.0,2.0,15.0,2.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,676.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
3072,6.0,59.0,29.0,1.0,1.0,0.0,0.0,12.0,2.0,16.0,2.0,1.0,1.0,12.0,85.0,26.0,4.0,12.0,841.0,1.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0
1958,12.0,58.0,29.0,1.0,1.0,0.0,0.0,0.0,8.0,11.0,7.0,1.0,1.0,3.0,76.0,17.0,11.0,7.0,841.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1384,3.0,62.0,26.0,0.0,1.0,0.0,0.0,7.0,3.0,19.0,2.0,1.0,1.0,8.0,82.0,20.0,4.0,5.0,676.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0
894,2.0,69.0,19.0,0.0,1.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,361.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0
828,4.0,71.0,17.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,1.0,0.0,289.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
455,12.0,61.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,676.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2523,12.0,72.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1683,6.0,72.0,16.0,0.0,1.0,0.0,0.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,256.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0
3985,6.0,71.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3979,4.0,51.0,37.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,4.0,1.0,0.0,10.0,69.0,18.0,5.0,6.0,1369.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3955,4.0,63.0,25.0,0.0,1.0,0.0,0.0,14.0,3.0,17.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,625.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4287,3.0,61.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,2.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,729.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
652,1.0,55.0,33.0,0.0,1.0,0.0,1.0,6.0,3.0,19.0,3.0,1.0,1.0,1.0,73.0,18.0,3.0,0.0,1089.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0
172,6.0,63.0,25.0,1.0,1.0,1.0,1.0,7.0,1.0,21.0,1.0,1.0,1.0,7.0,86.0,23.0,4.0,0.0,625.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0
3522,2.0,72.0,16.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,256.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3197,1.0,68.0,20.0,0.0,1.0,0.0,0.0,5.0,1.0,20.0,1.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,400.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
38,9.0,48.0,40.0,1.0,1.0,0.0,1.0,7.0,5.0,19.0,5.0,1.0,1.0,8.0,66.0,17.0,5.0,0.0,1600.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0
3602,1.0,47.0,41.0,0.0,0.0,0.0,1.0,0.0,11.0,16.0,9.0,1.0,0.0,7.0,78.0,31.0,6.0,7.0,1681.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1881,5.0,61.0,27.0,1.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,8.0,0.0,729.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
713,12.0,69.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,324.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
90,12.0,54.0,33.0,1.0,1.0,1.0,0.0,17.0,2.0,25.0,2.0,1.0,1.0,5.0,78.0,23.0,2.0,17.0,1089.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0
2214,3.0,45.0,43.0,0.0,0.0,0.0,1.0,4.0,9.0,19.0,8.0,1.0,1.0,12.0,62.0,17.0,2.0,0.0,1849.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1205,1.0,71.0,17.0,0.0,1.0,0.0,1.0,6.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,289.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
2923,4.0,61.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,18.0,4.0,1.0,1.0,10.0,82.0,21.0,7.0,0.0,729.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3820,6.0,65.0,23.0,0.0,1.0,0.0,1.0,0.0,3.0,16.0,3.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,529.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4086,8.0,70.0,18.0,0.0,1.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,324.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3486,7.0,53.0,35.0,0.0,1.0,0.0,0.0,0.0,4.0,17.0,3.0,1.0,1.0,3.0,85.0,31.0,4.0,7.0,1225.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3323,7.0,72.0,16.0,0.0,1.0,0.0,0.0,6.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,256.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3141,12.0,57.0,30.0,0.0,1.0,0.0,0.0,11.0,3.0,18.0,3.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,900.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,12.0,58.0,29.0,0.0,1.0,0.0,0.0,10.0,1.0,22.0,1.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,841.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1155,1.0,68.0,20.0,0.0,1.0,0.0,0.0,10.0,1.0,19.0,1.0,1.0,0.0,1.0,87.0,19.0,8.0,0.0,400.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1324,1.0,72.0,16.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,256.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0
216,4.0,65.0,23.0,0.0,1.0,0.0,1.0,9.0,1.0,20.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,529.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
3398,2.0,56.0,32.0,0.0,1.0,0.0,0.0,6.0,4.0,17.0,4.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,1024.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
510,10.0,60.0,28.0,0.0,1.0,0.0,0.0,12.0,2.0,20.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,784.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1680,2.0,58.0,30.0,0.0,1.0,0.0,0.0,10.0,2.0,20.0,2.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,900.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
499,1.0,66.0,22.0,0.0,1.0,0.0,0.0,7.0,1.0,21.0,1.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,484.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
3827,10.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,7.0,0.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1856,2.0,65.0,23.0,0.0,1.0,0.0,1.0,4.0,2.0,19.0,2.0,1.0,0.0,3.0,84.0,19.0,3.0,0.0,529.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0
